,ID,trip_distance,origin_lng,origin_lat,dest_lng,dest_lat,trip_time
69,CMT,1.4,-73.982317,40.77167,-73.967675,40.758208,78952
70,CMT,10.7,-73.976687,40.75506,-73.976305,40.657355,78426
71,CMT,3.8,-73.952195,40.781405,-73.986074,40.734866,78991
72,CMT,5.3,-73.980411,40.753945,-73.99174,40.691309,78648
73,CMT,2.9,-74.007857,40.742873,-73.985281,40.778812,78836
74,CMT,5.3,-73.947182,40.776074,-73.986671,40.720916,79000
75,CMT,2.9,-73.987789,40.760103,-73.955655,40.779628,78843
76,CMT,1.9,-73.967751,40.756128,-73.987746,40.737628,79046
77,CMT,1.5,-73.986922,40.733265,-74.005673,40.745606,78921
78,CMT,4.7,-73.992304,40.729064,-73.981425,40.782717,78772
79,CMT,2.6,-73.981957,40.771245,-73.952921,40.786689,78858
80,CMT,1.6,-74.000168,40.73302,-73.979069,40.737233,79039
81,CMT,3.7,-73.99047,40.734853,-73.957877,40.714143,78967
82,CMT,3.4,-73.954131,40.765564,-73.98487,40.749215,72422
83,CMT,0.4,-73.984981,40.763726,-73.982279,40.768947,72726
84,CMT,13.0,-73.873094,40.773951,-73.938946,40.663904,72325
85,CMT,1.4,0.0,0.0,0.0,0.0,72562
86,CMT,2.1,-73.984875,40.740501,-74.007831,40.716704,72375
87,CMT,2.0,-73.964852,40.755624,-73.947458,40.781951,72567
88,CMT,1.4,-73.965505,40.76128,-73.957924,40.779028,72673
89,CMT,5.1,-73.990229,40.737053,-73.940439,40.694233,80008
90,CMT,1.7,-73.968207,40.755371,-73.951833,40.773469,80384
91,CMT,3.2,0.0,0.0,0.0,0.0,80075
92,CMT,4.3,-73.97802,40.783504,-73.989522,40.736067,79927
93,CMT,2.0,-74.008099,40.746106,-73.978349,40.729505,68242
94,CMT,2.6,-74.005147,40.74796,-73.993695,40.721515,68247
95,CMT,19.9,-73.776742,40.645195,-74.01026,40.717532,68196
96,CMT,0.4,-73.982552,40.742624,-73.988855,40.741206,68828
97,CMT,1.8,-73.951197,40.77655,-73.969998,40.758442,68676
98,CMT,2.6,-73.995762,40.744007,-74.01043,40.7191,68696
99,CMT,2.2,-73.990591,40.702664,-74.014184,40.716974,68874
100,CMT,2.0,-73.974869,40.750326,-73.955595,40.772519,68950
101,CMT,2.5,-73.97142,40.759315,-73.9951,40.72887,72617
102,CMT,1.6,-73.993146,40.734982,-73.976154,40.741247,72560
103,CMT,1.0,-73.97953,40.73542,-73.96981,40.749045,72682
104,CMT,1.8,-73.973788,40.792434,-73.953684,40.779249,72405
105,CMT,1.0,-73.996374,40.721632,-73.982856,40.722781,72725
106,CMT,1.0,-73.978133,40.679977,-73.983379,40.693756,72632
107,CMT,2.3,-73.992292,40.724802,-73.97139,40.754592,72469
108,CMT,1.1,-73.993125,40.724462,-73.990225,40.736948,71782
109,CMT,4.3,-73.943108,40.841924,-73.936871,40.808291,72395
110,CMT,0.8,-73.997221,40.721749,-73.987543,40.721319,72776
111,CMT,1.4,-73.971135,40.758199,-73.956651,40.771574,72524
112,CMT,1.6,-73.999894,40.738671,-73.978616,40.74492,72367
113,CMT,0.9,-73.992874,40.749173,-73.988741,40.739793,72791
114,CMT,1.0,-73.99874,40.734642,-74.005612,40.726451,72688
115,CMT,1.6,-73.967202,40.751895,-73.978119,40.765765,72588
116,CMT,1.0,-73.977616,40.775395,-73.978037,40.764636,72709
117,CMT,7.7,-73.981966,40.774714,-73.922553,40.869079,72385
118,CMT,3.2,-74.01015,40.721456,-73.983624,40.759362,72531
119,CMT,1.1,-73.977155,40.764744,-73.963106,40.767872,80419
120,CMT,2.1,-73.960747,40.772475,-73.982274,40.749911,80726
121,CMT,7.7,-74.009498,40.707843,-73.948815,40.784125,80483
122,CMT,6.6,-74.00796,40.722931,-73.962953,40.795185,80454
123,CMT,0.8,-73.977095,40.755141,-73.977433,40.747253,78450
124,CMT,0.8,-73.98407,40.743941,-73.987245,40.749479,78583
125,CMT,2.0,-73.955549,40.779528,-73.980445,40.775071,78143
126,CMT,0.7,-73.985094,40.744607,-73.991287,40.742818,78074
127,CMT,24.7,-74.005663,40.750898,-74.368625,40.654249,78078
128,CMT,4.5,-73.995803,40.723476,-73.95256,40.772739,78177
129,CMT,2.8,-73.996405,40.725505,-73.960341,40.763816,77881
130,CMT,1.0,-73.894409,40.766011,-73.894409,40.766011,78389
131,CMT,1.4,-73.993816,40.72729,-74.009586,40.723618,78370
132,CMT,17.1,-73.78102,40.645053,-73.976844,40.74916,78123
133,CMT,2.5,-73.982512,40.7726,-73.996718,40.742118,78144
134,CMT,0.6,-73.998313,40.735251,-74.005623,40.740211,78288
135,CMT,1.5,-73.987108,40.750221,-74.005676,40.740926,78357
136,CMT,1.6,-73.982873,40.757112,-73.973174,40.755895,78111
137,CMT,2.9,-73.988826,40.758623,-73.952291,40.769693,78359
138,CMT,6.8,-73.947737,40.790332,-73.989393,40.721343,78143
139,CMT,1.6,-74.005715,40.736762,-73.99688,40.720398,78233
140,CMT,2.3,0.0,0.0,0.0,0.0,78385
141,CMT,7.3,-73.982313,40.745552,-73.865983,40.724477,78659
142,CMT,2.3,-74.008564,40.720798,-73.991957,40.743845,78703
143,CMT,4.8,-74.002591,40.738983,-73.951894,40.715999,78581
144,CMT,2.0,-74.0013,40.716364,-74.002059,40.740332,78449
145,CMT,1.9,-73.993996,40.738734,-73.987513,40.760007,85241
146,CMT,1.5,-74.00678,40.735794,-73.984929,40.72804,85164
147,CMT,1.3,-74.008422,40.719987,-74.009116,40.737494,85314
148,CMT,6.0,-73.990151,40.723406,-73.905432,40.690923,84889
149,CMT,5.3,-73.942103,40.791194,-74.000271,40.746118,84932
150,CMT,2.6,-73.990438,40.746149,-73.987691,40.774547,84928
151,CMT,2.8,-73.95563,40.776912,-73.981012,40.744532,85015
152,CMT,1.7,-73.95275,40.780538,-73.977255,40.786816,85179
153,CMT,4.4,-73.985449,40.720396,-74.010103,40.71198,85006
154,CMT,5.0,-73.987164,40.7618,-74.018046,40.708237,84821
155,CMT,0.7,-73.978498,40.754932,-73.986205,40.762357,85569
156,CMT,2.2,-73.978004,40.778704,-73.96272,40.758399,78355
157,CMT,1.0,-74.0049,40.737483,-73.99482,40.750428,78146
158,CMT,0.7,-73.982186,40.770516,-73.981653,40.78077,78365
159,CMT,2.1,-73.959534,40.771066,-73.985427,40.756098,78254
160,CMT,2.0,-73.990913,40.738927,-73.995343,40.759822,78377
161,CMT,1.6,-74.006464,40.744593,-73.982866,40.742292,78339
162,CMT,19.1,-73.777739,40.646782,-73.950354,40.783117,77952
163,CMT,2.1,-73.979039,40.78535,-73.951767,40.781968,78115
164,CMT,2.7,0.0,0.0,0.0,0.0,70604
165,CMT,1.1,-73.970749,40.756673,-73.981648,40.749805,70463
166,CMT,0.6,-73.983434,40.726164,-73.98866,40.717727,71048
167,CMT,0.4,-73.955084,40.768691,-73.950314,40.771153,70866
168,CMT,1.0,-73.972274,40.749651,-73.982114,40.736195,70879
169,CMT,1.4,-73.967383,40.792804,-73.953329,40.806991,71055
170,CMT,2.4,-73.872256,40.701447,-73.872256,40.701447,70704
171,CMT,2.3,-74.005947,40.751031,-73.988604,40.761192,70635
172,CMT,1.2,-73.991157,40.73485,-73.979355,40.735814,70548
173,CMT,0.7,-73.973614,40.763233,-73.974705,40.756214,71043
174,CMT,0.4,-73.979592,40.785968,-73.976232,40.790778,70968
175,CMT,2.1,-73.994741,40.729602,-73.971682,40.746374,70475
176,CMT,0.8,-74.006635,40.730645,-74.000262,40.738743,70856
177,CMT,2.1,-73.985984,40.758665,-74.005759,40.735931,70460
178,CMT,0.4,-73.955707,40.779629,-73.948983,40.777511,71731
179,CMT,1.1,-74.003982,40.742961,-73.994901,40.750148,70669
180,CMT,3.6,-73.993379,40.755468,-74.008541,40.709757,70507
181,CMT,1.2,-73.991555,40.698552,-73.970321,40.695241,70937
182,CMT,3.6,-74.0099,40.715136,-74.002449,40.760292,70559
183,CMT,1.5,-73.973791,40.757543,-73.963128,40.774723,70827
184,CMT,8.2,-74.006499,40.751409,-73.980783,40.677372,70516
185,CMT,0.6,-73.969128,40.763611,-73.962923,40.759197,70803
186,CMT,1.0,-74.006338,40.733661,-73.991946,40.738564,70904
187,CMT,2.5,-73.993447,40.734258,-73.970892,40.761755,70711
188,CMT,1.3,-73.968127,40.755247,-73.98072,40.738231,70982
189,CMT,2.4,-73.977402,40.753466,-74.003242,40.735338,70461
190,CMT,2.5,-73.972155,40.758707,-73.998723,40.734108,70561
191,CMT,3.8,-73.993854,40.741497,-73.951556,40.773179,70489
192,CMT,1.3,-73.98225,40.736229,-73.999281,40.732597,70984
193,CMT,17.2,-73.984201,40.76527,-73.78962,40.642833,70486
194,CMT,3.1,-73.983402,40.744474,-73.952284,40.772184,70563
195,CMT,2.9,-73.996243,40.76367,-73.99696,40.733397,70461
196,CMT,1.5,-73.997041,40.72062,-73.984049,40.737304,70943
197,CMT,1.9,-74.004354,40.707359,-73.989029,40.730471,70594
198,CMT,2.0,-73.95658,40.771285,-73.976644,40.749363,70728
199,CMT,3.1,-73.98326,40.760941,-73.947635,40.776247,70975
200,CMT,1.1,-73.985556,40.768008,-73.979179,40.781575,71218
201,CMT,3.2,-73.974759,40.754682,-73.967176,40.787483,74097
202,CMT,1.7,-73.950434,40.782943,-73.97107,40.787916,74064
203,CMT,2.0,-73.966322,40.76456,-73.968873,40.78584,73888
204,CMT,2.7,-73.974208,40.761853,-73.990727,40.729648,74187
205,CMT,0.0,-73.966137,40.763772,-73.966133,40.763774,68311
206,CMT,1.2,-73.984471,40.736955,-73.977253,40.752744,68128
207,CMT,7.0,-73.953813,40.778723,-74.003723,40.72262,68061
208,CMT,1.1,-73.95901,40.772041,-73.967942,40.762881,68178
209,CMT,0.6,-73.99115,40.734989,-73.984004,40.730294,68174
210,CMT,1.2,-73.9582,40.772513,-73.963259,40.75838,68478
211,CMT,8.4,-73.862811,40.771985,-73.946429,40.776437,67857
212,CMT,1.1,-73.966135,40.793964,-73.98004,40.787307,68832
213,CMT,1.2,0.0,0.0,0.0,0.0,68600
214,CMT,0.2,-73.956527,40.773075,-73.95485,40.777662,68683
215,CMT,3.6,-73.982186,40.755711,-74.010518,40.717699,68308
216,CMT,2.6,-74.00853,40.718864,-73.981397,40.737928,68280
217,CMT,3.9,-74.003135,40.733228,-73.993423,40.722368,68283
218,CMT,3.6,-73.997632,40.723225,-73.990757,40.703066,75811
219,CMT,4.9,-73.994093,40.732853,-73.977,40.783245,75862
220,CMT,3.4,-73.987246,40.753984,-73.949661,40.784837,68041
221,CMT,2.0,-73.973223,40.764848,-73.971323,40.745307,67894
222,CMT,0.8,0.0,0.0,0.0,0.0,68178
223,CMT,2.2,-74.001658,40.729464,-74.003561,40.750593,68174
224,CMT,0.9,-74.006422,40.74974,-74.008663,40.738087,68185
225,CMT,8.6,-73.870505,40.773355,-73.981849,40.738271,68067
226,CMT,1.4,-73.986529,40.739847,-73.980523,40.725733,68058
227,CMT,4.9,-73.949688,40.772512,-74.001628,40.740934,67927
228,CMT,2.6,-73.97321,40.755571,-74.000211,40.730318,68509
229,CMT,0.4,-73.957078,40.779987,-73.953077,40.775877,68391
230,CMT,0.8,-73.988672,40.748402,-73.993992,40.759048,68396
231,CMT,3.1,-73.986822,40.776531,-73.95763,40.801928,68211
232,CMT,2.6,-73.972913,40.764448,-73.996175,40.732224,68090
233,CMT,1.2,-73.978782,40.76576,-73.981244,40.780382,68394
234,CMT,1.4,-73.967019,40.788714,-73.957981,40.774249,68336
235,CMT,3.6,-73.980513,40.73057,-73.989959,40.767368,68067
236,CMT,0.7,-73.966704,40.794244,-73.971901,40.799373,68292
237,CMT,1.3,-73.955133,40.786079,-73.954851,40.774035,68497
238,CMT,1.9,-73.987978,40.754397,-74.005154,40.732145,68370
239,CMT,2.8,-74.004327,40.742328,-73.981941,40.772653,68220
240,CMT,1.6,-73.991501,40.744228,-74.008075,40.739497,68217
241,CMT,8.5,-73.863286,40.769781,-73.972568,40.746652,68163
242,CMT,4.4,-73.973931,40.751338,-73.969839,40.79986,68084
243,CMT,1.9,-73.991878,40.722125,-74.014833,40.715238,68207
244,CMT,1.9,-73.983967,40.746526,-73.979313,40.728139,68546
245,CMT,1.8,-73.956615,40.771424,-73.972899,40.748555,68323
246,CMT,1.7,-73.970817,40.758016,-73.976884,40.739076,70172
247,CMT,1.6,-73.966895,40.76075,-73.952452,40.780517,70233
248,CMT,1.2,-73.991884,40.738425,-74.003433,40.738122,70113
249,CMT,2.5,-73.983547,40.766398,-73.994175,40.740385,70063
250,CMT,1.4,-73.96272,40.77539,-73.973629,40.758093,70154
251,CMT,4.7,-73.982149,40.771968,-74.000113,40.732815,70028
252,CMT,1.0,-73.991742,40.731283,-74.002993,40.733237,70262
253,CMT,2.1,-73.968523,40.764921,-73.970374,40.786709,69925
254,CMT,1.3,-73.968581,40.770139,-73.977462,40.753533,70021
255,CMT,2.1,-74.007527,40.725999,-74.001678,40.707752,70421
256,CMT,6.6,-73.970811,40.783718,-74.006071,40.719164,70282
257,CMT,0.8,-74.002372,40.745137,-73.990538,40.744313,70734
258,CMT,1.0,-73.991451,40.738475,-73.989129,40.747982,70594
259,CMT,1.5,-73.989763,40.772471,-73.978124,40.791514,70590
260,CMT,1.5,-73.94477,40.787367,-73.95479,40.768957,70567
261,CMT,0.7,-73.973458,40.761635,-73.96654,40.7703,58969
262,CMT,3.5,-73.984054,40.743348,-73.94527,40.77406,70202
263,CMT,1.7,-73.993637,40.74169,-74.006791,40.736408,70354
264,CMT,3.8,-73.989042,40.737322,-73.958234,40.713293,70167
265,CMT,0.9,-73.95299,40.771732,-73.95172,40.781901,70687
266,CMT,9.1,-73.968481,40.75494,-73.835023,40.716944,70229
267,CMT,2.0,-73.994335,40.759078,-73.992591,40.739706,70280
268,CMT,1.2,-73.984337,40.729134,-73.999085,40.724978,70562
269,CMT,1.3,-73.991955,40.735249,-74.00318,40.747442,71388
270,CMT,2.8,-73.983065,40.767708,-73.989816,40.735626,70284
271,CMT,0.6,-73.981172,40.773581,-73.980456,40.76547,70498
272,CMT,4.7,-74.004638,40.747148,-73.94787,40.774781,70361
273,CMT,0.5,-73.969545,40.759616,-73.978778,40.763598,70551
274,CMT,2.1,-73.976299,40.756598,-73.950921,40.771414,70524
275,CMT,0.6,-73.983034,40.74463,-73.98637,40.737145,70740
276,CMT,1.6,0.0,0.0,0.0,0.0,70494
277,CMT,1.1,-74.007779,40.73203,-73.998527,40.744995,70642
278,CMT,1.2,-74.008049,40.722889,-73.99401,40.724594,70548
279,CMT,1.1,-73.955068,40.76422,-73.953215,40.775953,70614
280,CMT,5.8,-73.97467,40.741748,-73.954275,40.80611,74268
281,CMT,2.6,-74.005033,40.746523,-74.010569,40.71758,74317
282,CMT,1.0,-73.970649,40.7573,-73.987273,40.761002,74594
283,CMT,2.4,-73.980448,40.755843,-73.955953,40.76956,74278
284,CMT,0.6,-73.986479,40.718145,-73.99689,40.720723,74564
285,CMT,1.7,0.0,0.0,0.0,0.0,74499
286,CMT,1.8,-73.989505,40.769642,-74.001504,40.746346,74462
287,CMT,1.6,-73.98235,40.780794,-73.98235,40.780794,66553
288,CMT,1.4,-73.987493,40.738442,-73.994229,40.720716,66796
289,CMT,4.5,-73.939572,40.738582,-74.002905,40.732571,66425
290,CMT,0.8,-73.952808,40.78326,-73.960278,40.773035,66682
291,CMT,2.5,-73.962878,40.766532,-73.973826,40.791455,66694
292,CMT,4.6,-73.949867,40.776263,-73.990901,40.733664,66223
293,CMT,6.5,-73.975477,40.752848,-74.016184,40.715023,66211
294,CMT,1.2,-73.980718,40.75091,-73.969652,40.76613,66734
295,CMT,0.7,-73.988044,40.769726,-73.986531,40.762405,66570
296,CMT,0.4,-74.000678,40.742283,-73.993468,40.74182,66749
297,CMT,2.8,-73.969914,40.763513,-73.994486,40.728665,66456
298,CMT,9.3,-73.991965,40.748942,-73.871186,40.774239,66423
299,CMT,1.8,-73.994738,40.723003,-73.981073,40.739665,85824
300,CMT,3.6,-74.005567,40.745777,-73.97782,40.791418,85717
301,CMT,0.8,-73.990424,40.718913,-73.981878,40.724653,85727
302,CMT,1.8,-73.971651,40.75939,-73.983358,40.738837,85496
303,CMT,4.3,-73.991864,40.726275,-73.950971,40.777424,85390
304,CMT,9.4,-73.872823,40.774087,-73.940527,40.843807,85506
305,CMT,1.0,-73.943868,40.711366,-73.947012,40.698774,86112
306,CMT,1.0,-73.995355,40.744056,-73.989961,40.757023,85877
307,CMT,1.8,-73.991605,40.719583,-73.979935,40.740005,85607
308,CMT,2.6,0.0,0.0,0.0,0.0,68646
309,CMT,3.1,-73.953803,40.821936,-73.948432,40.789324,68409
310,CMT,1.5,-73.996836,40.752974,-73.989179,40.737667,68514
311,CMT,1.4,-73.990682,40.751099,-73.995914,40.734644,68553
312,CMT,0.8,-73.990637,40.723389,-73.985118,40.718872,68514
313,CMT,0.7,-73.981877,40.758274,-73.989954,40.758443,68629
314,CMT,0.0,-73.948668,40.744351,-73.948665,40.744341,68557
315,CMT,8.8,-73.968477,40.755193,-73.936704,40.850376,68186
316,CMT,2.8,-73.959531,40.768881,-73.997613,40.762197,68362
317,CMT,2.4,-73.961997,40.75992,-73.990688,40.748685,68341
318,CMT,1.6,-73.952419,40.792408,-73.976011,40.791362,68411
319,CMT,1.6,-73.938787,40.804564,-73.954237,40.785113,68794
320,CMT,1.1,-73.975332,40.754164,-73.968395,40.767612,68956
321,CMT,1.0,-73.947679,40.775261,-73.95989,40.771091,69010
322,CMT,1.7,-73.959043,40.780282,-73.96116,40.765263,68737
323,CMT,0.3,-73.991694,40.731044,-73.997773,40.733714,69004
324,CMT,3.2,-73.995179,40.739608,-73.990492,40.775306,68708
325,CMT,9.1,-74.009067,40.710372,-73.904804,40.745237,78683
326,CMT,0.5,-73.969945,40.761705,-73.974962,40.756037,79063
327,CMT,1.6,-73.983784,40.742573,-73.984365,40.724999,79158
328,CMT,7.4,-73.971149,40.757729,-74.010358,40.722788,60353
329,CMT,0.6,-73.980675,40.733986,-73.988577,40.739361,60624
330,CMT,1.9,-73.983152,40.776402,-73.969802,40.758346,32418
331,CMT,0.9,-73.981894,40.778645,-73.988347,40.769136,61006
332,CMT,3.3,-73.961253,40.768856,-73.991436,40.731907,61206
333,CMT,0.3,-73.964804,40.771514,-73.960475,40.77139,60886
334,CMT,3.0,-73.973838,40.763088,-73.993703,40.7272,38527
335,CMT,1.7,-73.990717,40.734677,-73.99237,40.749058,67727
336,CMT,1.1,-73.958402,40.781344,-73.959288,40.771574,67686
337,CMT,0.5,-73.986419,40.755802,-73.991045,40.75115,67717
338,CMT,1.3,-73.973423,40.755023,-73.990971,40.750861,67673
339,CMT,9.0,-73.950583,40.775032,-73.99366,40.686972,67431
340,CMT,4.9,-73.971717,40.766213,-73.957402,40.81307,67473
341,CMT,0.9,-73.968801,40.799006,-73.977665,40.787216,67549
342,CMT,0.9,-73.973647,40.747428,-73.986607,40.750231,67666
343,CMT,2.4,-73.969878,40.764353,-73.973714,40.789676,67650
344,CMT,2.0,-73.986057,40.726526,-74.010222,40.719874,67569
345,CMT,2.6,-73.970805,40.758144,-73.987328,40.726907,67530
346,CMT,1.4,-73.990006,40.733921,-73.991548,40.749003,67694
347,CMT,1.7,0.0,0.0,0.0,0.0,67777
348,CMT,1.7,-73.95348,40.809568,-73.933753,40.795375,67773
349,CMT,1.8,-73.991895,40.722074,-74.014902,40.718104,67635
350,CMT,0.6,-73.977043,40.787824,-73.970162,40.785704,67572
351,CMT,0.3,-73.966791,40.756735,-73.967761,40.752897,67825
352,CMT,7.2,-74.00714,40.705113,-73.952472,40.772592,67409
353,CMT,4.9,-73.98541,40.757697,-74.009635,40.70518,67209
354,CMT,2.2,-73.997416,40.721536,-74.001113,40.746429,67444
355,CMT,1.5,-73.953125,40.782964,-73.970199,40.79277,67708
356,CMT,4.3,-73.987651,40.728761,-73.963191,40.685293,67234
357,CMT,1.3,-73.977815,40.737859,-73.991132,40.749384,67609
358,CMT,1.0,-73.962008,40.764155,-73.95741,40.774408,67533
359,CMT,3.9,-73.994892,40.723066,-73.96488,40.763167,84472
360,CMT,1.6,-73.958769,40.777787,-73.965437,40.760026,67666
361,CMT,0.6,-73.967988,40.802124,-73.970655,40.794204,67604
362,CMT,1.0,-74.007548,40.733986,-73.990429,40.731448,67819
363,CMT,1.6,-73.99591,40.726638,-73.978878,40.740668,67550
364,CMT,8.3,-73.983136,40.753153,-73.972162,40.676724,67411
365,CMT,2.5,-73.945694,40.773847,-73.974084,40.792243,67481
366,CMT,2.4,-73.980692,40.733937,-73.975779,40.760112,67369
367,CMT,0.3,-73.984585,40.728716,-73.980688,40.730809,67559
368,CMT,0.6,-73.95421,40.778885,-73.94615,40.773005,61047
369,CMT,1.7,-73.981556,40.778927,-73.968609,40.7621,75453
370,CMT,1.6,-73.972708,40.75206,-73.990691,40.75154,75173
371,CMT,1.7,-73.97428,40.742047,-73.992242,40.731479,75221
372,CMT,0.5,-74.006484,40.73271,-74.007259,40.738161,80907
373,CMT,2.5,-73.972141,40.749942,-74.005763,40.745209,81054
374,CMT,1.3,-73.974382,40.783622,-73.990349,40.775599,81017
375,CMT,7.5,-73.999038,40.740039,-73.94897,40.811077,80420
376,CMT,2.5,-73.974828,40.759236,-73.946224,40.774382,81086
377,CMT,2.9,-73.98751,40.765495,-73.964829,40.801835,80912
378,CMT,1.4,-73.992073,40.749768,-74.00254,40.730468,80911
379,CMT,0.6,-73.967232,40.803698,-73.971879,40.794905,80894
380,CMT,7.4,-73.975102,40.763617,-73.859886,40.722903,80592
381,CMT,8.3,-73.955795,40.776603,-73.94452,40.779782,80716
382,CMT,0.8,-73.97865,40.756687,-73.986318,40.746397,81043
383,CMT,8.7,-73.959083,40.774328,-73.959083,40.774328,80536
384,CMT,0.6,-73.990428,40.7582,-73.999517,40.748797,75142
385,CMT,3.3,-73.98041,40.765345,-74.008699,40.731434,75088
386,CMT,0.9,-73.986257,40.75554,-73.992219,40.764323,74995
387,CMT,1.3,-73.987875,40.75011,-74.005863,40.748508,75134
388,CMT,1.4,-73.96147,40.771203,-73.976594,40.759431,75024
389,CMT,14.2,-73.987031,40.752831,-73.785447,40.687124,75025
390,CMT,1.1,-73.960743,40.771763,-73.948507,40.776093,75415
391,CMT,3.3,-73.960963,40.772388,-73.99636,40.744351,75239
392,CMT,0.8,-73.982372,40.762275,-73.970952,40.761906,75446
393,CMT,1.9,-73.980907,40.737927,-73.997742,40.753927,75344
394,CMT,1.6,-73.986923,40.756375,-73.981987,40.775194,75394
395,CMT,6.0,-74.005773,40.745261,-73.933957,40.698276,75248
396,CMT,4.2,-73.971801,40.746206,-74.006217,40.710794,75446
397,CMT,2.2,-74.016063,40.705058,-74.000336,40.72245,75385
398,CMT,1.1,-73.977572,40.743983,-73.987808,40.729405,75323
